XAl,XFe,a-Al(A1),a-Fe-alpha(A2)
0.5649999999999996,0.43500000000000033,0.0046102135,0.0088162975
0.5639999999999996,0.43600000000000033,0.0046102135,0.0088162975
0.5629999999999996,0.43700000000000033,0.0046102135,0.0088162975
0.5619999999999996,0.43800000000000033,0.0046102135,0.0088162975
0.5609999999999996,0.43900000000000033,0.0046102135,0.0088162975
0.5599999999999996,0.44000000000000034,0.0046102135,0.0088162975
0.5589999999999996,0.44100000000000034,0.0046102135,0.0088162975
0.5579999999999996,0.44200000000000034,0.0022631901,0.036251874
0.5569999999999996,0.44300000000000034,0.0046102135,0.0088162975
0.5559999999999996,0.44400000000000034,0.0046102135,0.0088162975
0.5549999999999996,0.44500000000000034,0.0046102135,0.0088162975
0.5539999999999996,0.44600000000000034,0.0046102135,0.0088162975
0.5529999999999996,0.44700000000000034,0.0046102135,0.0088162975
0.5519999999999996,0.44800000000000034,0.0046102135,0.0088162975
