a-Al(650K),a-Fe(650K),a-Al(700K),a-Fe(700K),a-Al(750K),a-Fe(750K),a-Al(800K),a-Fe(800K)
0.999997830002356,0.6569470154902471,0.9999832203045907,0.6714554712459939,0.9999705587391802,0.6842883930696094,0.9999594800009566,0.6957182334609334
0.999997830002356,0.6569470154902471,0.9999832203045907,0.6756750552166114,0.9999705587391802,0.6923373403639053,0.9999594800009566,0.7072535585118472
0.999997830002356,0.6695824407723746,0.9999832203045907,0.6879872288238983,0.9999705587391802,0.7043467592788396,0.9999594800009566,0.7189801445038008
0.999997830002356,0.6695824407723746,0.9999832203045907,0.6879872288238983,0.9999705587391802,0.7043467592788396,0.9999594800009566,0.7189801445038008
0.999997830002356,0.6824608901771441,0.9999832203045907,0.696148991418969,0.9999705587391802,0.7082338895490244,0.9999594800009566,0.7189801445038008
0.999997830002356,0.6824608901771441,0.9999832203045907,0.696148991418969,0.9999705587391802,0.7082338895490244,0.9999594800009566,0.7189801445038008
0.999997830002356,0.6824608901771441,0.9999832203045907,0.696148991418969,0.9999705587391802,0.7082338895490244,0.9999594800009566,0.7189801445038008
0.999997830002356,0.6824608901771441,0.9999832203045907,0.7005237552732304,0.9999705587391802,0.7165644959231039,0.9999594800009566,0.7309011626302719
0.999997830002356,0.6824608901771441,0.9999832203045907,0.7049260111716038,0.9999705587391802,0.7249930911163911,0.9999594800009566,0.7430198366645705
0.999997830002356,0.6955870379219116,0.9999832203045907,0.7132887227296485,0.9999705587391802,0.7289941638167734,0.9999594800009566,0.7430198366645705
0.999997830002356,0.7089656481258433,0.9999832203045907,0.7217506432025222,0.9999705587391802,0.733017317531375,0.9999594800009566,0.7430198366645705
0.999997830002356,0.7089656481258433,0.9999832203045907,0.7217506432025222,0.9999705587391802,0.733017317531375,0.9999594800009566,0.7430198366645705
0.999997830002356,0.7089656481258433,0.9999832203045907,0.7217506432025222,0.9999705587391802,0.733017317531375,0.9999594800009566,0.7430198366645705
0.999997830002356,0.7089656481258433,0.9999832203045907,0.7217506432025222,0.9999705587391802,0.733017317531375,0.9999594800009566,0.7430198366645705
0.999997830002356,0.7089656481258433,0.9999832203045907,0.7262862938528757,0.9999705587391802,0.7416394391607506,0.9999594800009566,0.7553394438316349
0.999997830002356,0.7089656481258433,0.9999832203045907,0.7308504475977754,0.9999705587391802,0.7503629785596847,0.9999594800009566,0.7678633156942855
0.999997830002356,0.7226015765390413,0.9999832203045907,0.7395207071547589,0.9999705587391802,0.7545040619240366,0.9999594800009566,0.7678633156942855
0.999997830002356,0.736499772304943,0.9999832203045907,0.7482938241445235,0.9999705587391802,0.7586679989897586,0.9999594800009566,0.7678633156942855
0.999997830002356,0.736499772304943,0.9999832203045907,0.7482938241445235,0.9999705587391802,0.7586679989897586,0.9999594800009566,0.7678633156942855
0.999997830002356,0.736499772304943,0.9999832203045907,0.7482938241445235,0.9999705587391802,0.7586679989897586,0.9999594800009566,0.7678633156942855
0.999997830002356,0.736499772304943,0.9999832203045907,0.7482938241445235,0.9999705587391802,0.7586679989897586,0.9999594800009566,0.7678633156942855
0.999997830002356,0.736499772304943,0.9999832203045907,0.7529962783814562,0.9999705587391802,0.7675918369498689,0.9999594800009566,0.7805948390541708
0.999997830002356,0.736499772304943,0.9999832203045907,0.7577282839458713,0.9999705587391802,0.7766206416201137,0.9999594800009566,0.7935374568676526
0.999997830002356,0.7506652797565905,0.9999832203045907,0.7667174019207916,0.9999705587391802,0.7809066350810373,0.9999594800009566,0.7935374568676526
0.999997830002356,0.7651032402474762,0.9999832203045907,0.7758131600247385,0.9999705587391802,0.7852162819693393,0.9999594800009566,0.7935374568676526
0.999997830002356,0.7651032402474762,0.9999832203045907,0.7758131600247385,0.9999705587391802,0.7852162819693393,0.9999594800009566,0.7935374568676526
0.999997830002356,0.7651032402474762,0.9999832203045907,0.7758131600247385,0.9999705587391802,0.7852162819693393,0.9999594800009566,0.7935374568676526
0.999997830002356,0.7651032402474762,0.9999832203045907,0.7758131600247385,0.9999705587391802,0.7852162819693393,0.9999594800009566,0.7935374568676526
0.999997830002356,0.7651032402474762,0.9999832203045907,0.7806885522352736,0.9999705587391802,0.794452394304727,0.9999594800009566,0.8066946691768739
0.999997830002356,0.7651032402474762,0.9999832203045907,0.7806885522352736,0.9999705587391802,0.794452394304727,0.9999594800009566,0.8066946691768739
0.999997830002356,0.7798188940175874,0.9999832203045907,0.7949142853212193,0.9999705587391802,0.8082331209172245,0.9999594800009566,0.8200700340562783
0.999997830002356,0.7798188940175874,0.9999832203045907,0.7949142853212193,0.9999705587391802,0.8082331209172245,0.9999594800009566,0.8200700340562783
0.999997830002356,0.7948175820953427,0.9999832203045907,0.8043445500244055,0.9999705587391802,0.8126935764929687,0.9999594800009566,0.8200700340562783
0.999997830002356,0.7948175820953427,0.9999832203045907,0.8043445500244055,0.9999705587391802,0.8126935764929687,0.9999594800009566,0.8200700340562783
0.999997830002356,0.7948175820953427,0.9999832203045907,0.8043445500244055,0.9999705587391802,0.8126935764929687,0.9999594800009566,0.8200700340562783
0.999997830002356,0.7948175820953427,0.9999832203045907,0.8043445500244055,0.9999705587391802,0.8126935764929687,0.9999594800009566,0.8200700340562783
0.999997830002356,0.7948175820953427,0.9999832203045907,0.8093992401944602,0.9999705587391802,0.8222528907088088,0.9999594800009566,0.8336671685747951
0.999997830002356,0.7948175820953427,0.9999832203045907,0.8144856952253752,0.9999705587391802,0.8319246464289506,0.9999594800009566,0.8474897497740058
0.999997830002356,0.8101047482361194,0.9999832203045907,0.8241481404031343,0.9999705587391802,0.8365158501692179,0.9999594800009566,0.8474897497740058
0.999997830002356,0.8256859408980535,0.9999832203045907,0.8339252135570041,0.9999705587391802,0.8411323917232834,0.9999594800009566,0.8474897497740058
0.999997830002356,0.8256859408980535,0.9999832203045907,0.8339252135570041,0.9999705587391802,0.8411323917232834,0.9999594800009566,0.8474897497740058
0.999997830002356,0.8256859408980535,0.9999832203045907,0.8339252135570041,0.9999705587391802,0.8411323917232834,0.9999594800009566,0.8474897497740058
0.999997830002356,0.8256859408980535,0.9999832203045907,0.8339252135570041,0.9999705587391802,0.8411323917232834,0.9999594800009566,0.8474897497740058
0.999997830002356,0.8256859408980535,0.9999832203045907,0.8339252135570041,0.9999705587391802,0.8411323917232834,0.9999594800009566,0.8474897497740058
0.999997830002356,0.8256859408980535,0.9999832203045907,0.8391657955680334,0.9999705587391802,0.8510262177140115,0.9999594800009566,0.8615415156625158
0.999997830002356,0.8256859408980535,0.9999832203045907,0.8391657955680334,0.9999705587391802,0.8510262177140115,0.9999594800009566,0.8615415156625158
0.999997830002356,0.8415668152558383,0.9999832203045907,0.8544571029510173,0.9999705587391802,0.8657882849322094,0.9999594800009566,0.8758262662268147
0.999997830002356,0.8577531352532703,0.9999832203045907,0.8645937388212477,0.9999705587391802,0.8705663744251979,0.9999594800009566,0.8758262662268147
0.999997830002356,0.8577531352532703,0.9999832203045907,0.8645937388212477,0.9999705587391802,0.8705663744251979,0.9999594800009566,0.8758262662268147
0.999997830002356,0.8577531352532703,0.9999832203045907,0.8645937388212477,0.9999705587391802,0.8705663744251979,0.9999594800009566,0.8758262662268147
0.999997830002356,0.8577531352532703,0.9999832203045907,0.8645937388212477,0.9999705587391802,0.8705663744251979,0.9999594800009566,0.8758262662268147
0.999997830002356,0.8577531352532703,0.9999832203045907,0.8645937388212477,0.9999705587391802,0.8705663744251979,0.9999594800009566,0.8758262662268147
0.999997830002356,0.8577531352532703,0.9999832203045907,0.8645937388212477,0.9999705587391802,0.8705663744251979,0.9999594800009566,0.8758262662268147
0.999997830002356,0.8577531352532703,0.9999832203045907,0.8700270490520163,0.9999705587391802,0.8808064178555733,0.9999594800009566,0.890347864458898
0.999997830002356,0.8742507756952737,0.9999832203045907,0.8803483950423938,0.9999705587391802,0.8856673890234182,0.9999594800009566,0.890347864458898
0.999997830002356,0.8742507756952737,0.9999832203045907,0.8858807112351363,0.9999705587391802,0.8960850582499089,0.9999594800009566,0.9051102374009276
0.999997830002356,0.8910657243801355,0.9999832203045907,0.8963901331396879,0.9999705587391802,0.9010303487743516,0.9999594800009566,0.9051102374009276
0.999997830002356,0.8910657243801355,0.9999832203045907,0.8963901331396879,0.9999705587391802,0.9010303487743516,0.9999594800009566,0.9051102374009276
0.999997830002356,0.8910657243801355,0.9999832203045907,0.8963901331396879,0.9999705587391802,0.9010303487743516,0.9999594800009566,0.9051102374009276
0.999997830002356,0.8910657243801355,0.9999832203045907,0.8963901331396879,0.9999705587391802,0.9010303487743516,0.9999594800009566,0.9051102374009276
0.999997830002356,0.8910657243801355,0.9999832203045907,0.8963901331396879,0.9999705587391802,0.9010303487743516,0.9999594800009566,0.9051102374009276
0.999997830002356,0.8910657243801355,0.9999832203045907,0.8963901331396879,0.9999705587391802,0.9010303487743516,0.9999594800009566,0.9051102374009276
0.999997830002356,0.8910657243801355,0.9999832203045907,0.8963901331396879,0.9999705587391802,0.9010303487743516,0.9999594800009566,0.9051102374009276
0.999997830002356,0.9082040842727824,0.9999832203045907,0.9127241843287436,0.9999705587391802,0.9166597974298492,0.9999594800009566,0.9201173772072122
0.999997830002356,0.9082040842727824,0.9999832203045907,0.9127241843287436,0.9999705587391802,0.9166597974298492,0.9999594800009566,0.9201173772072122
0.999997830002356,0.9256720757198368,0.9999832203045907,0.929355875148558,0.9999705587391802,0.932560357558566,0.9999594800009566,0.9353733422237926
0.999997830002356,0.9256720757198368,0.9999832203045907,0.929355875148558,0.9999705587391802,0.932560357558566,0.9999594800009566,0.9353733422237926
0.999997830002356,0.9256720757198368,0.9999832203045907,0.929355875148558,0.9999705587391802,0.932560357558566,0.9999594800009566,0.9353733422237926
0.999997830002356,0.9256720757198368,0.9999832203045907,0.929355875148558,0.9999705587391802,0.932560357558566,0.9999594800009566,0.9353733422237926
0.999997830002356,0.9256720757198368,0.9999832203045907,0.929355875148558,0.9999705587391802,0.932560357558566,0.9999594800009566,0.9353733422237926
0.999997830002356,0.9256720757198368,0.9999832203045907,0.929355875148558,0.9999705587391802,0.932560357558566,0.9999594800009566,0.9353733422237926
0.999997830002356,0.9256720757198368,0.9999832203045907,0.929355875148558,0.9999705587391802,0.932560357558566,0.9999594800009566,0.9353733422237926
0.999997830002356,0.9256720757198368,0.9999832203045907,0.929355875148558,0.9999705587391802,0.932560357558566,0.9999594800009566,0.9353733422237926
0.999997830002356,0.9434760387072988,0.9999832203045907,0.946290629198512,0.9999705587391802,0.9487367319131482,0.9999594800009566,0.9508822580859452
0.999997830002356,0.9434760387072988,0.9999832203045907,0.946290629198512,0.9999705587391802,0.9487367319131482,0.9999594800009566,0.9508822580859452
0.999997830002356,0.9616224351616152,0.9999832203045907,0.9635339689069864,0.9999705587391802,0.9651937048210992,0.9999594800009566,0.9666483188338476
0.999997830002356,0.9616224351616152,0.9999832203045907,0.9635339689069864,0.9999705587391802,0.9651937048210992,0.9999594800009566,0.9666483188338476
0.999997830002356,0.9616224351616152,0.9999832203045907,0.9635339689069864,0.9999705587391802,0.9651937048210992,0.9999594800009566,0.9666483188338476
0.999997830002356,0.9616224351616152,0.9999832203045907,0.9635339689069864,0.9999705587391802,0.9651937048210992,0.9999594800009566,0.9666483188338476
0.999997830002356,0.9616224351616152,0.9999832203045907,0.9635339689069864,0.9999705587391802,0.9651937048210992,0.9999594800009566,0.9666483188338476
0.999997830002356,0.9616224351616152,0.9999832203045907,0.9635339689069864,0.9999705587391802,0.9651937048210992,0.9999594800009566,0.9666483188338476
0.999997830002356,0.9616224351616152,0.9999832203045907,0.9635339689069864,0.9999705587391802,0.9651937048210992,0.9999594800009566,0.9666483188338476
0.999997830002356,0.9616224351616152,0.9999832203045907,0.9635339689069864,0.9999705587391802,0.9651937048210992,0.9999594800009566,0.9666483188338476
0.999997830002356,0.980117851295041,0.9999832203045907,0.9749646106064676,0.9999705587391802,0.9705203903168104,0.9999594800009566,0.9666483188338476
0.999997830002356,0.980117851295041,0.9999832203045907,0.9749646106064676,0.9999705587391802,0.9705203903168104,0.9999594800009566,0.9666483188338476
0.999997830002356,0.980117851295041,0.9999832203045907,0.9810915173322412,0.9999705587391802,0.981936143599805,0.9999594800009566,0.9826757880467756
0.999997830002356,0.9989689999960912,0.9999832203045907,0.9927304485696574,0.9999705587391802,0.9873552268239296,0.9999594800009566,0.9826757880467756
0.999997830002356,0.9989689999960912,0.9999832203045907,0.9927304485696574,0.9999705587391802,0.9873552268239296,0.9999594800009566,0.9826757880467756
0.999997830002356,0.9989689999960912,0.9999832203045907,0.9989689999960912,0.9999705587391802,0.9989689999960912,0.9999594800009566,0.9989689999960912
0.999997830002356,0.9989689999960912,0.9999832203045907,0.9989689999960912,0.9999705587391802,0.9989689999960912,0.9999594800009566,0.9989689999960912
0.999997830002356,0.9989689999960912,0.9999832203045907,0.9989689999960912,0.9999705587391802,0.9989689999960912,0.9999594800009566,0.9989689999960912
0.999997830002356,0.9989689999960912,0.9999832203045907,0.9989689999960912,0.9999705587391802,0.9989689999960912,0.9999594800009566,0.9989689999960912
0.999997830002356,0.9989689999960912,0.9999832203045907,0.9989689999960912,0.9999705587391802,0.9989689999960912,0.9999594800009566,0.9989689999960912
0.999997830002356,0.9989689999960912,0.9999832203045907,0.9989689999960912,0.9999705587391802,0.9989689999960912,0.9999594800009566,0.9989689999960912
0.999997830002356,0.9989689999960912,0.9999832203045907,0.9989689999960912,0.9999705587391802,0.9989689999960912,0.9999594800009566,0.9989689999960912
0.999997830002356,0.9989689999960912,0.9999832203045907,0.9989689999960912,0.9999705587391802,0.9989689999960912,0.9999594800009566,0.9989689999960912
0.999997830002356,0.9989689999960912,0.9999832203045907,0.9989689999960912,0.9999705587391802,0.9989689999960912,0.9999594800009566,0.9989689999960912
0.999997830002356,0.9989689999960912,0.9999832203045907,0.9989689999960912,0.9999705587391802,0.9989689999960912,0.9999594800009566,0.9989689999960912
0.999997830002356,0.9989689999960912,0.9999832203045907,0.9989689999960912,0.9999705587391802,0.9989689999960912,0.9999594800009566,0.9989689999960912
0.999997830002356,0.9989689999960912,0.9999832203045907,0.9989689999960912,0.9999705587391802,0.9989689999960912,0.9999594800009566,0.9989689999960912
0.999997830002356,0.9989689999960912,0.9999832203045907,0.9989689999960912,0.9999705587391802,0.9989689999960912,0.9999594800009566,0.9989689999960912
0.999997830002356,0.9989689999960912,0.9999832203045907,0.9989689999960912,0.9999705587391802,0.9989689999960912,0.9999594800009566,0.9989689999960912
0.999997830002356,0.9989689999960912,0.9999832203045907,0.9989689999960912,0.9999705587391802,0.9989689999960912,0.9999594800009566,0.9989689999960912
