X_Cu/;X_Al;a-Al(500);a-Cu(500);a-Al(600);a-Cu(600);a-Al(700);a-Cu(700);a-Al(800);a-Cu(800)
0.74;0.26;0.000502475;0.35987163;0.001496757;0.3543367;0.004242674;0.32879662;0.008452136;0.33199235
0.741;0.259;0.000502475;0.35987163;0.001496757;0.3543367;0.004242674;0.32879662;0.00824641;0.33487159
0.742;0.258;0.000502475;0.35987163;0.001496757;0.3543367;0.004242674;0.32879662;0.008045035;0.33777026
0.743;0.257;0.000502475;0.35987163;0.001496757;0.3543367;0.004242674;0.32879662;0.007847935;0.34068839
0.744;0.256;0.000502475;0.35987163;0.001496757;0.3543367;0.004242674;0.32879662;0.007655035;0.34362604
0.745;0.255;0.000502475;0.35987163;0.001496757;0.3543367;0.004242674;0.32879662;0.007466261;0.34658322
0.746;0.254;0.000502475;0.35987163;0.001496757;0.3543367;0.004242674;0.32879662;0.007281542;0.34955998
0.747;0.253;0.000502475;0.35987163;0.001496757;0.3543367;0.004242674;0.32879662;0.007100805;0.35255634
0.748;0.252;0.000502475;0.35987163;0.001496757;0.3543367;0.004242674;0.32879662;0.006923979;0.35557234
0.749;0.251;0.000502475;0.35987163;0.001496757;0.3543367;0.00417866;0.33047846;0.006750995;0.35860801
0.75;0.25;0.000502475;0.35987163;0.001496757;0.3543367;0.004063342;0.33358399;0.006581783;0.36166338
0.751;0.249;0.000502475;0.35987163;0.001496757;0.3543367;0.00395084;0.3367123;0.006416275;0.36473846
0.752;0.248;0.000502475;0.35987163;0.001496757;0.3543367;0.003841098;0.33986346;0.006254404;0.36783329
0.753;0.247;0.000502475;0.35987163;0.001496757;0.3543367;0.003734056;0.34303752;0.006096104;0.37094789
0.754;0.246;0.000502475;0.35987163;0.001496757;0.3543367;0.003629658;0.34623452;0.005941309;0.37408228
0.755;0.245;0.000502475;0.35987163;0.001496757;0.3543367;0.00352785;0.34945452;0.005789954;0.37723647
0.756;0.244;0.000502475;0.35987163;0.001496757;0.3543367;0.003428575;0.35269756;0.005641977;0.38041049
0.757;0.243;0.000502475;0.35987163;0.001496757;0.3543367;0.003331781;0.3559637;0.005497313;0.38360435
0.758;0.242;0.000502475;0.35987163;0.001496757;0.3543367;0.003237414;0.35925297;0.005355901;0.38681806
0.759;0.241;0.000502475;0.35987163;0.001496757;0.3543367;0.003145423;0.36256541;0.005217681;0.39005163
0.76;0.24;0.000502475;0.35987163;0.001496757;0.3543367;0.003055756;0.36590108;0.005082591;0.39330507
0.761;0.239;0.000502475;0.35987163;0.001496757;0.3543367;0.002968363;0.36925999;0.004950572;0.3965784
0.762;0.238;0.000502475;0.35987163;0.001496757;0.3543367;0.002883195;0.37264219;0.004821566;0.39987161
0.763;0.237;0.000502475;0.35987163;0.001496757;0.3543367;0.002800202;0.37604772;0.004695515;0.40318471
0.764;0.236;0.000502475;0.35987163;0.001496757;0.3543367;0.002719338;0.37947659;0.004572362;0.40651769
0.765;0.235;0.000502475;0.35987163;0.001476807;0.35579386;0.002640555;0.38292885;0.004452052;0.40987057
0.766;0.234;0.000502475;0.35987163;0.001428903;0.35938593;0.002563808;0.38640451;0.004334528;0.41324333
0.767;0.233;0.000502475;0.35987163;0.001382403;0.36300579;0.00248905;0.3899036;0.004219737;0.41663597
0.768;0.232;0.000502475;0.35987163;0.001337272;0.36665353;0.002416238;0.39342614;0.004107625;0.42004849
0.769;0.231;0.000502475;0.35987163;0.001293474;0.37032918;0.002345328;0.39697215;0.00399814;0.42348086
0.77;0.23;0.000502475;0.35987163;0.001250974;0.37403281;0.002276277;0.40054164;0.003891228;0.42693309
0.771;0.229;0.000502475;0.35987163;0.001209738;0.37776448;0.002209043;0.40413463;0.003786839;0.43040516
0.772;0.228;0.000502475;0.35987163;0.001169733;0.38152423;0.002143585;0.40775113;0.003684923;0.43389704
0.773;0.227;0.000502475;0.35987163;0.001130927;0.38531212;0.002079862;0.41139114;0.00358543;0.43740873
0.774;0.226;0.000502475;0.35987163;0.001113728;0.3870378;0.002017834;0.41505467;0.003488311;0.44094019
0.775;0.225;0.000502475;0.35987163;0.001113728;0.3870378;0.001957462;0.41874173;0.003393518;0.44449141
0.776;0.224;0.000502475;0.35987163;0.001113728;0.3870378;0.001898708;0.42245231;0.003301003;0.44806236
0.777;0.223;0.000502475;0.35987163;0.001113728;0.3870378;0.001841534;0.42618641;0.003210721;0.45165301
0.778;0.222;0.000502475;0.35987163;0.001113728;0.3870378;0.001785904;0.42994402;0.003122625;0.45526333
0.779;0.221;0.000502475;0.35987163;0.001113728;0.3870378;0.001731781;0.43372514;0.00303667;0.45889329
0.78;0.22;0.000502475;0.35987163;0.001113728;0.3870378;0.001679129;0.43752976;0.002952812;0.46254285
0.781;0.219;0.000502475;0.35987163;0.001113728;0.3870378;0.001627914;0.44135785;0.002871006;0.46621197
0.782;0.218;0.000502475;0.35987163;0.001113728;0.3870378;0.001578102;0.4452094;0.002791211;0.4699006
0.783;0.217;0.000502475;0.35987163;0.001113728;0.3870378;0.001529659;0.44908439;0.002713384;0.47360872
0.784;0.216;0.000502475;0.35987163;0.001113728;0.3870378;0.001527796;0.44923603;0.002637483;0.47733626
0.785;0.215;0.000502475;0.35987163;0.001113728;0.3870378;0.001527796;0.44923603;0.002563468;0.48108318
0.786;0.214;0.000502475;0.35987163;0.001113728;0.3870378;0.001527796;0.44923603;0.002491298;0.48484943
0.787;0.213;0.000502475;0.35987163;0.001113728;0.3870378;0.001527796;0.44923603;0.002420935;0.48863495
0.788;0.212;0.000502475;0.35987163;0.001113728;0.3870378;0.001527796;0.44923603;0.002352338;0.49243969
0.789;0.211;0.000502475;0.35987163;0.001113728;0.3870378;0.001527796;0.44923603;0.00228547;0.49626358
0.79;0.21;0.000502475;0.35987163;0.001113728;0.3870378;0.001527796;0.44923603;0.002220294;0.50010656
0.791;0.209;0.000502475;0.35987163;0.001113728;0.3870378;0.001527796;0.44923603;0.002167595;0.50330218
0.792;0.208;0.000502475;0.35987163;0.001113728;0.3870378;0.001527796;0.44923603;0.002167595;0.50330218
0.793;0.207;0.000502475;0.35987163;0.001113728;0.3870378;0.001527796;0.44923603;0.002167595;0.50330218
0.794;0.206;0.000502475;0.35987163;0.001113728;0.3870378;0.001527796;0.44923603;0.002167595;0.50330218
0.795;0.205;0.000502475;0.35987163;0.001113728;0.3870378;0.001527796;0.44923603;0.002167595;0.50330218
0.796;0.204;0.000502475;0.35987163;0.001113728;0.3870378;0.001527796;0.44923603;0.002167595;0.50330218
0.797;0.203;0.000502475;0.35987163;0.001113728;0.3870378;0.001527796;0.44923603;0.002167595;0.50330218
0.798;0.202;0.000502475;0.35987163;0.001108297;0.38751432;0.001527796;0.44923603;0.002167595;0.50330218
0.799;0.201;0.000502475;0.35987163;0.001074815;0.39050699;0.001527796;0.44923603;0.002167595;0.50330218
0.8;0.2;0.000502475;0.35987163;0.001042237;0.39351393;0.001527796;0.44923603;0.002167595;0.50330218
0.801;0.199;0.000502475;0.35987163;0.001010544;0.39653507;0.001527796;0.44923603;0.002167595;0.50330218
0.802;0.198;0.000498417;0.36059342;0.000979713;0.39957034;0.001527796;0.44923603;0.002167595;0.50330218
0.803;0.197;0.000481526;0.36366608;0.000949725;0.40261965;0.001527796;0.44923603;0.002167595;0.50330218
0.804;0.196;0.000465154;0.36675551;0.00092056;0.40568295;0.001527796;0.44923603;0.002167595;0.50330218
0.805;0.195;0.000449288;0.36986165;0.000892197;0.40876013;0.001527796;0.44923603;0.002167595;0.50330218
0.806;0.194;0.000433913;0.37298443;0.000864618;0.41185113;0.001527796;0.44923603;0.002167595;0.50330218
0.807;0.193;0.000419016;0.37612379;0.000837804;0.41495585;0.001527796;0.44923603;0.002167595;0.50330218
0.808;0.192;0.000404584;0.37927964;0.000811736;0.41807421;0.001527796;0.44923603;0.002167595;0.50330218
0.809;0.191;0.000390604;0.38245192;0.000786396;0.42120612;0.001527796;0.44923603;0.002167595;0.50330218
0.81;0.19;0.000377064;0.38564054;0.000761767;0.42435147;0.001491468;0.45178608;0.002167595;0.50330218
0.811;0.189;0.00036395;0.38884543;0.000737831;0.42751019;0.001448868;0.45485742;0.002167595;0.50330218
0.812;0.188;0.000351251;0.39206649;0.00071457;0.43068217;0.001407348;0.45793988;0.002167595;0.50330218
0.813;0.187;0.000338956;0.39530364;0.000691969;0.4338673;0.001366883;0.46103334;0.002167595;0.50330218
0.814;0.186;0.000327052;0.39855678;0.00067001;0.43706548;0.001327451;0.46413771;0.002167595;0.50330218
0.815;0.185;0.00031553;0.40182583;0.000648679;0.44027661;0.001289028;0.46725287;0.002167595;0.50330218
0.816;0.184;0.000304377;0.40511067;0.000627958;0.44350058;0.001251593;0.47037872;0.002167595;0.50330218
0.817;0.183;0.000293583;0.40841122;0.000607834;0.44673727;0.001215125;0.47351515;0.002167595;0.50330218
0.818;0.182;0.000283139;0.41172736;0.00058829;0.44998656;0.0011796;0.47666204;0.002167595;0.50330218
0.819;0.181;0.000273033;0.41505899;0.000569312;0.45324835;0.001144999;0.47981928;0.002124516;0.50554552
0.82;0.18;0.000263256;0.418406;0.000550885;0.45652251;0.0011113;0.48298674;0.002066892;0.50861672
0.821;0.179;0.000253799;0.42176826;0.000532997;0.4598089;0.001078484;0.48616431;0.00201064;0.51169625
0.822;0.178;0.000244652;0.42514566;0.000515631;0.46310742;0.00104653;0.48935186;0.001955733;0.51478397
0.823;0.177;0.000235805;0.42853808;0.000498777;0.46641792;0.001015419;0.49254927;0.001902145;0.51787977
0.824;0.176;0.000227251;0.43194539;0.000482419;0.46974028;0.000985132;0.4957564;0.001849847;0.52098352
0.825;0.175;0.000218981;0.43536746;0.000466545;0.47307436;0.000955649;0.49897314;0.001798814;0.5240951
0.826;0.174;0.000210985;0.43880416;0.000451142;0.47642002;0.000926952;0.50219934;0.001749019;0.52721437
0.827;0.173;0.000203256;0.44225535;0.000436199;0.47977712;0.000899024;0.50543487;0.001700438;0.53034121
0.828;0.172;0.000195786;0.44572089;0.000421703;0.48314551;0.000871845;0.50867958;0.001653045;0.53347549
0.829;0.171;0.000188567;0.44920064;0.000407642;0.48652505;0.0008454;0.51193335;0.001606814;0.53661706
0.83;0.17;0.000181592;0.45269445;0.000394004;0.48991558;0.00081967;0.51519603;0.001561723;0.5397658
0.831;0.169;0.000174852;0.45620217;0.000380779;0.49331696;0.000794638;0.51846747;0.001517747;0.54292156
0.832;0.168;0.000168342;0.45972364;0.000367955;0.49672902;0.000770289;0.52174752;0.001474862;0.5460842
0.833;0.167;0.000162053;0.46325871;0.000355522;0.50015161;0.000746607;0.52503603;0.001433045;0.54925359
0.834;0.166;0.00015598;0.46680721;0.000343468;0.50358457;0.000723574;0.52833286;0.001392274;0.55242957
0.835;0.165;0.000150114;0.47036897;0.000331785;0.50702772;0.000701176;0.53163784;0.001352526;0.55561201
0.836;0.164;0.000144451;0.47394383;0.000320461;0.5104809;0.000679397;0.53495081;0.00131378;0.55880074
0.837;0.163;0.000138984;0.47753161;0.000309487;0.51394393;0.000658224;0.53827162;0.001276013;0.56199562
0.838;0.162;0.000133706;0.48113214;0.000298853;0.51741665;0.00063764;0.54160011;0.001239204;0.5651965
0.839;0.161;0.000128612;0.48474523;0.00028855;0.52089888;0.000617631;0.5449361;0.001203333;0.56840322
0.84;0.16;0.000123696;0.48837069;0.000278568;0.52439042;0.000598184;0.54827943;0.001168379;0.57161562
0.841;0.159;0.000118952;0.49200835;0.0002689;0.52789111;0.000579285;0.55162993;0.001134322;0.57483354
0.842;0.158;0.000114375;0.495658;0.000259535;0.53140074;0.00056092;0.55498742;0.001101142;0.57805683
0.843;0.157;0.00010996;0.49931944;0.000250466;0.53491914;0.000543076;0.55835174;0.00106882;0.58128532
0.844;0.156;0.000105701;0.50299248;0.000241685;0.5384461;0.00052574;0.56172269;0.001037337;0.58451883
0.845;0.155;0.000101593;0.50667692;0.000233182;0.54198144;0.0005089;0.56510011;0.001006674;0.58775722
0.846;0.154;9.7632E-05;0.51037254;0.000224951;0.54552494;0.000492543;0.5684838;0.000976812;0.59100029
0.847;0.153;9.38126E-05;0.51407913;0.000216983;0.54907641;0.000476656;0.57187358;0.000947734;0.59424789
0.848;0.152;9.01304E-05;0.51779647;0.000209271;0.55263564;0.000461229;0.57526927;0.000919421;0.59749984
0.849;0.151;8.6581E-05;0.52152435;0.000201808;0.55620242;0.000446249;0.57867067;0.000891857;0.60075596
0.85;0.15;8.316E-05;0.52526253;0.000194587;0.55977654;0.000431705;0.58207758;0.000865024;0.60401607
0.851;0.149;7.98631E-05;0.52901079;0.0001876;0.56335778;0.000417586;0.58548982;0.000838906;0.60728
0.852;0.148;7.66863E-05;0.53276891;0.000180841;0.56694593;0.00040388;0.58890718;0.000813486;0.61054755
0.853;0.147;7.36256E-05;0.53653663;0.000174302;0.57054076;0.000390579;0.59232946;0.000788748;0.61381855
0.854;0.146;7.06772E-05;0.54031372;0.000167979;0.57414204;0.000377669;0.59575646;0.000764676;0.61709281
0.855;0.145;6.78374E-05;0.54409994;0.000161864;0.57774956;0.000365143;0.59918798;0.000741255;0.62037014
0.856;0.144;6.51024E-05;0.54789504;0.000155951;0.58136307;0.000352989;0.60262379;0.000718469;0.62365035
0.857;0.143;6.24689E-05;0.55169876;0.000150234;0.58498234;0.000341198;0.6060637;0.000696304;0.62693324
0.858;0.142;5.99332E-05;0.55551085;0.000144708;0.58860714;0.000329761;0.60950749;0.000674745;0.63021862
0.859;0.141;5.74923E-05;0.55933104;0.000139366;0.59223722;0.000318667;0.61295494;0.000653777;0.6335063
0.86;0.14;5.51428E-05;0.56315908;0.000134204;0.59587234;0.000307909;0.61640583;0.000633386;0.63679607
0.861;0.139;5.28816E-05;0.56699469;0.000129215;0.59951226;0.000297476;0.61985994;0.000613559;0.64008774
0.862;0.138;5.07057E-05;0.57083761;0.000124395;0.60315672;0.000287361;0.62331705;0.000594283;0.6433811
0.863;0.137;4.86123E-05;0.57468755;0.000119738;0.60680546;0.000277554;0.62677693;0.000575543;0.64667594
0.864;0.136;4.65983E-05;0.57854423;0.00011524;0.61045824;0.000268048;0.63023935;0.000557327;0.64997206
0.865;0.135;4.46611E-05;0.58240737;0.000110895;0.61411479;0.000258834;0.63370409;0.000539622;0.65326925
0.866;0.134;4.27981E-05;0.58627669;0.0001067;0.61777486;0.000249905;0.6371709;0.000522415;0.65656729
0.867;0.133;4.10066E-05;0.59015188;0.000102648;0.62143817;0.000241252;0.64063956;0.000505696;0.65986598
0.868;0.132;3.92841E-05;0.59403266;9.87369E-05;0.62510445;0.000232868;0.64410981;0.00048945;0.6631651
0.869;0.131;3.76282E-05;0.59791871;9.49609E-05;0.62877344;0.000224746;0.64758143;0.000473667;0.66646443
0.87;0.13;3.60366E-05;0.60180975;9.13164E-05;0.63244486;0.000216878;0.65105417;0.000458336;0.66976376
0.871;0.129;3.4507E-05;0.60570545;8.7799E-05;0.63611843;0.000209258;0.65452778;0.000443445;0.67306285
0.872;0.128;3.30372E-05;0.60960551;8.44048E-05;0.63979387;0.000201878;0.65800202;0.000428982;0.6763615
0.873;0.127;3.1625E-05;0.61350961;8.113E-05;0.6434709;0.000194732;0.66147663;0.000414938;0.67965947
0.874;0.126;3.02684E-05;0.61741743;7.79707E-05;0.64714923;0.000187813;0.66495136;0.000401301;0.68295654
0.875;0.125;2.89654E-05;0.62132865;7.49234E-05;0.65082857;0.000181114;0.66842595;0.000388062;0.68625247
0.876;0.124;2.7714E-05;0.62524294;7.19843E-05;0.65450863;0.000174631;0.67190016;0.00037521;0.68954705
0.877;0.123;2.65125E-05;0.62915996;6.91501E-05;0.65818911;0.000168355;0.67537371;0.000362735;0.69284003
0.878;0.122;2.53589E-05;0.63307939;6.64175E-05;0.66186971;0.000162283;0.67884635;0.000350628;0.69613118
0.879;0.121;2.42515E-05;0.63700088;6.3783E-05;0.66555014;0.000156407;0.68231781;0.000338879;0.69942027
0.88;0.12;2.31887E-05;0.64092409;6.12435E-05;0.66923009;0.000150722;0.68578783;0.00032748;0.70270706
0.881;0.119;2.21688E-05;0.64484867;5.8796E-05;0.67290925;0.000145222;0.68925613;0.00031642;0.7059913
0.882;0.118;2.11901E-05;0.64877428;5.64375E-05;0.67658731;0.000139903;0.69272245;0.000305691;0.70927277
0.883;0.117;2.02513E-05;0.65270055;5.4165E-05;0.68026396;0.000134758;0.69618651;0.000295284;0.7125512
0.884;0.116;1.93508E-05;0.65662714;5.19757E-05;0.68393889;0.000129784;0.69964804;0.000285191;0.71582637
0.885;0.115;1.84872E-05;0.66055367;4.98668E-05;0.68761177;0.000124974;0.70310675;0.000275404;0.71909802
0.886;0.114;1.7659E-05;0.66447979;4.78357E-05;0.69128228;0.000120324;0.70656238;0.000265914;0.7223659
0.887;0.113;1.6865E-05;0.66840513;4.58799E-05;0.69495011;0.000115829;0.71001463;0.000256714;0.72562977
0.888;0.112;1.61039E-05;0.67232931;4.39967E-05;0.69861493;0.000111486;0.71346322;0.000247795;0.72888938
0.889;0.111;1.53744E-05;0.67625196;4.21838E-05;0.7022764;0.000107288;0.71690788;0.000239151;0.73214446
0.89;0.11;1.46753E-05;0.6801727;4.04387E-05;0.7059342;0.000103232;0.7203483;0.000230774;0.73539477
0.891;0.109;1.40055E-05;0.68409115;3.87593E-05;0.70958799;9.93132E-05;0.7237842;0.000222656;0.73864004
0.892;0.108;1.33639E-05;0.68800692;3.71432E-05;0.71323744;9.5528E-05;0.72721529;0.000214791;0.74188003
0.893;0.107;1.27493E-05;0.69191962;3.55883E-05;0.71688221;9.18722E-05;0.73064128;0.000207172;0.74511447
0.894;0.106;1.21607E-05;0.69582886;3.40925E-05;0.72052195;8.83417E-05;0.73406186;0.000199792;0.7483431
0.895;0.105;1.15971E-05;0.69973425;3.26538E-05;0.72415633;8.49328E-05;0.73747675;0.000192644;0.75156566
0.896;0.104;1.10575E-05;0.70363538;3.12702E-05;0.72778499;8.16418E-05;0.74088563;0.000185721;0.75478188
0.897;0.103;1.0541E-05;0.70753185;2.99398E-05;0.7314076;7.84649E-05;0.74428822;0.000179019;0.7579915
0.898;0.102;1.00467E-05;0.71142326;2.86608E-05;0.73502379;7.53988E-05;0.7476842;0.00017253;0.76119425
0.899;0.101;9.57377E-06;0.7153092;2.74314E-05;0.73863321;7.24398E-05;0.75107327;0.000166249;0.76438987
0.9;0.1;9.12127E-06;0.71918926;2.62497E-05;0.74223552;6.95848E-05;0.75445513;0.00016017;0.76757808
0.901;0.099;8.68843E-06;0.72306302;2.51143E-05;0.74583035;6.68304E-05;0.75782946;0.000154287;0.77075862
0.902;0.098;8.27447E-06;0.72693006;2.40233E-05;0.74941735;6.41736E-05;0.76119597;0.000148594;0.7739312
0.903;0.097;7.87863E-06;0.73078998;2.29753E-05;0.75299614;6.16111E-05;0.76455432;0.000143086;0.77709556
0.904;0.096;7.50019E-06;0.73464233;2.19687E-05;0.75656638;5.91401E-05;0.76790422;0.000137758;0.78025143
0.905;0.095;7.13844E-06;0.73848671;2.10021E-05;0.76012769;5.67576E-05;0.77124535;0.000132605;0.78339852
0.906;0.094;6.79272E-06;0.74232267;2.00739E-05;0.76367971;5.44608E-05;0.77457739;0.000127622;0.78653657
0.907;0.093;6.46236E-06;0.74614979;1.91829E-05;0.76722207;5.22469E-05;0.77790002;0.000122803;0.78966528
0.908;0.092;6.14675E-06;0.74996763;1.83276E-05;0.77075439;5.01134E-05;0.78121293;0.000118144;0.79278439
0.909;0.091;5.84528E-06;0.75377577;1.75069E-05;0.7742763;4.80575E-05;0.78451579;0.000113641;0.79589361
0.91;0.09;5.55737E-06;0.75757375;1.67193E-05;0.77778744;4.60768E-05;0.78780829;0.000109288;0.79899266
0.911;0.089;5.28246E-06;0.76136113;1.59638E-05;0.78128741;4.41688E-05;0.79109009;0.000105081;0.80208126
0.912;0.088;5.02001E-06;0.76513749;1.52391E-05;0.78477585;4.23311E-05;0.79436088;0.000101017;0.80515912
0.913;0.087;4.76951E-06;0.76890236;1.4544E-05;0.78825238;4.05615E-05;0.79762033;9.70902E-05;0.80822596
0.914;0.086;4.53046E-06;0.7726553;1.38776E-05;0.79171661;3.88576E-05;0.80086811;9.32972E-05;0.8112815
0.915;0.085;4.30238E-06;0.77639586;1.32387E-05;0.79516816;3.72174E-05;0.80410389;8.96339E-05;0.81432544
0.916;0.084;4.0848E-06;0.7801236;1.26263E-05;0.79860665;3.56386E-05;0.80732735;8.60965E-05;0.81735751
0.917;0.083;3.87729E-06;0.78383804;1.20395E-05;0.80203169;3.41193E-05;0.81053815;8.2681E-05;0.82037741
0.918;0.082;3.67941E-06;0.78753874;1.14772E-05;0.8054429;3.26575E-05;0.81373596;7.93838E-05;0.82338485
0.919;0.081;3.49076E-06;0.79122525;1.09385E-05;0.80883989;3.12511E-05;0.81692046;7.62013E-05;0.82637955
0.92;0.08;3.31095E-06;0.79489709;1.04225E-05;0.81222226;2.98984E-05;0.82009131;7.31301E-05;0.82936121
0.921;0.079;3.13959E-06;0.79855382;9.92841E-06;0.81558963;2.85975E-05;0.82324817;7.01667E-05;0.83232955
0.922;0.078;2.97632E-06;0.80219496;9.45534E-06;0.81894161;2.73467E-05;0.8263907;6.73077E-05;0.83528426
0.923;0.077;2.8208E-06;0.80582005;9.00249E-06;0.8222778;2.61442E-05;0.82951858;6.455E-05;0.83822507
0.924;0.076;2.67268E-06;0.80942863;8.56908E-06;0.82559781;2.49884E-05;0.83263147;6.18904E-05;0.84115167
0.925;0.075;2.53164E-06;0.81302023;8.15435E-06;0.82890125;2.38776E-05;0.83572903;5.93258E-05;0.84406378
0.926;0.074;2.39737E-06;0.81659437;7.75759E-06;0.83218772;2.28103E-05;0.83881092;5.68534E-05;0.8469611
0.927;0.073;2.26958E-06;0.8201506;7.37809E-06;0.83545683;2.1785E-05;0.84187681;5.44701E-05;0.84984334
0.928;0.072;2.14798E-06;0.82368844;7.01517E-06;0.83870818;2.08003E-05;0.84492635;5.21731E-05;0.8527102
0.929;0.071;2.0323E-06;0.82720741;6.66818E-06;0.84194137;1.98546E-05;0.84795921;4.99598E-05;0.85556138
0.93;0.07;1.92227E-06;0.83070705;6.33649E-06;0.84515601;1.89467E-05;0.85097504;4.78274E-05;0.8583966
0.931;0.069;1.81764E-06;0.83418687;6.01949E-06;0.84835169;1.80751E-05;0.85397351;4.57734E-05;0.86121555
0.932;0.068;1.71817E-06;0.83764642;5.7166E-06;0.85152802;1.72386E-05;0.85695428;4.37952E-05;0.86401795
0.933;0.067;1.62363E-06;0.8410852;5.42726E-06;0.8546846;1.6436E-05;0.859917;4.18905E-05;0.86680349
0.934;0.066;1.53379E-06;0.84450275;5.15091E-06;0.85782104;1.5666E-05;0.86286134;4.00567E-05;0.86957188
0.935;0.065;1.44843E-06;0.84789859;4.88703E-06;0.86093692;1.49274E-05;0.86578695;3.82917E-05;0.87232282
0.936;0.064;1.36737E-06;0.85127224;4.63512E-06;0.86403185;1.42191E-05;0.86869349;3.65931E-05;0.87505602
0.937;0.063;1.29039E-06;0.85462322;4.3947E-06;0.86710544;1.35401E-05;0.87158062;3.49587E-05;0.87777118
0.938;0.062;1.21732E-06;0.85795107;4.16528E-06;0.87015728;1.28891E-05;0.87444801;3.33866E-05;0.88046801
0.939;0.061;1.14797E-06;0.86125529;3.94642E-06;0.87318698;1.22653E-05;0.8772953;3.18745E-05;0.8831462
0.94;0.06;1.08216E-06;0.86453541;3.73768E-06;0.87619412;1.16676E-05;0.88012216;3.04205E-05;0.88580547
0.941;0.059;1.01974E-06;0.86779096;3.53864E-06;0.87917833;1.10951E-05;0.88292825;2.90226E-05;0.88844552
0.942;0.058;9.60548E-07;0.87102146;3.34891E-06;0.88213919;1.05467E-05;0.88571322;2.7679E-05;0.89106605
0.943;0.057;9.04427E-07;0.87422643;3.16808E-06;0.88507631;1.00217E-05;0.88847675;2.63878E-05;0.89366677
0.944;0.056;8.51235E-07;0.8774054;2.99579E-06;0.88798928;9.5191E-06;0.89121848;2.51473E-05;0.89624738
0.945;0.055;8.00832E-07;0.88055789;2.83167E-06;0.89087773;9.03809E-06;0.89393807;2.39557E-05;0.89880759
0.946;0.054;7.53087E-07;0.88368342;2.67538E-06;0.89374123;8.57785E-06;0.8966352;2.28113E-05;0.90134711
0.947;0.053;7.07873E-07;0.88678152;2.52659E-06;0.89657941;8.13759E-06;0.89930951;2.17126E-05;0.90386563
0.948;0.052;6.65067E-07;0.88985172;2.38497E-06;0.89939187;7.71655E-06;0.90196068;2.06579E-05;0.90636288
0.949;0.051;6.24553E-07;0.89289354;2.25022E-06;0.9021782;7.31399E-06;0.90458836;1.96457E-05;0.90883855
0.95;0.05;5.86221E-07;0.89590652;2.12203E-06;0.90493803;6.9292E-06;0.90719223;1.86746E-05;0.91129235
0.951;0.049;5.49965E-07;0.89889017;2.00014E-06;0.90767095;6.56149E-06;0.90977193;1.7743E-05;0.913724
0.952;0.048;5.15682E-07;0.90184404;1.88425E-06;0.91037657;6.2102E-06;0.91232715;1.68497E-05;0.9161332
0.953;0.047;4.83276E-07;0.90476765;1.77411E-06;0.91305451;5.87468E-06;0.91485754;1.59932E-05;0.91851966
0.954;0.046;4.52654E-07;0.90766053;1.66947E-06;0.91570437;5.55432E-06;0.91736277;1.51722E-05;0.9208831
0.955;0.045;4.23727E-07;0.91052223;1.57007E-06;0.91832578;5.24852E-06;0.91984251;1.43856E-05;0.92322323
0.956;0.044;3.96412E-07;0.91335228;1.4757E-06;0.92091833;4.95669E-06;0.92229643;1.36319E-05;0.92553975
0.957;0.043;3.70628E-07;0.91615021;1.38612E-06;0.92348166;4.67829E-06;0.9247242;1.29101E-05;0.92783239
0.958;0.042;3.46296E-07;0.91891557;1.30112E-06;0.92601537;4.41278E-06;0.9271255;1.22191E-05;0.93010085
0.959;0.041;3.23345E-07;0.92164791;1.22049E-06;0.92851909;4.15963E-06;0.92949999;1.15576E-05;0.93234486
0.96;0.04;3.01704E-07;0.92434675;1.14404E-06;0.93099243;3.91835E-06;0.93184735;1.09245E-05;0.93456413
0.961;0.039;2.81305E-07;0.92701166;1.07157E-06;0.93343502;3.68845E-06;0.93416725;1.0319E-05;0.93675839
0.962;0.038;2.62086E-07;0.92964218;1.00291E-06;0.93584648;3.46947E-06;0.93645938;9.73986E-06;0.93892734
0.963;0.037;2.43985E-07;0.93223786;9.3787E-07;0.93822644;3.26096E-06;0.93872341;9.18618E-06;0.94107071
0.964;0.036;2.26944E-07;0.93479825;8.76292E-07;0.94057453;3.06249E-06;0.94095903;8.657E-06;0.94318822
0.965;0.035;2.10908E-07;0.93732292;8.18012E-07;0.94289037;2.87364E-06;0.94316591;8.1514E-06;0.94527961
0.966;0.034;1.95825E-07;0.93981142;7.62876E-07;0.94517361;2.69401E-06;0.94534374;7.66849E-06;0.94734458
0.967;0.033;1.81643E-07;0.94226332;7.10737E-07;0.94742388;2.52322E-06;0.9474922;7.2074E-06;0.94938287
0.968;0.032;1.68317E-07;0.94467817;6.61454E-07;0.94964082;2.36089E-06;0.94961099;6.76732E-06;0.95139421
0.969;0.031;1.55799E-07;0.94705556;6.14889E-07;0.95182406;2.20666E-06;0.95169979;6.34742E-06;0.95337832
0.97;0.03;1.44047E-07;0.94939504;5.70914E-07;0.95397325;2.06018E-06;0.95375829;5.94693E-06;0.95533495
0.971;0.029;1.33019E-07;0.95169621;5.29404E-07;0.95608803;1.92114E-06;0.95578619;5.56511E-06;0.95726381
0.972;0.028;1.22676E-07;0.95395863;4.90241E-07;0.95816806;1.78919E-06;0.95778319;5.20121E-06;0.95916465
0.973;0.027;1.12981E-07;0.95618189;4.53309E-07;0.96021299;1.66405E-06;0.95974898;4.85455E-06;0.9610372
0.974;0.026;1.03899E-07;0.95836557;4.185E-07;0.96222247;1.54541E-06;0.96168327;4.52443E-06;0.9628812
