XSn;aSn;XCu;aCu;Sn_ideal;Cu_ideal;;;T = 450øC
0.895;0.89897357;0.105;0.11723357;0.895;0.105;;;
0.896;0.89989427;0.104;0.11620968;0.896;0.104;;;
0.897;0.90081584;0.103;0.11518392;0.897;0.103;;;
0.898;0.90173827;0.102;0.11415629;0.898;0.102;;;
0.899;0.90266156;0.101;0.11312679;0.899;0.101;;;
0.9;0.90358572;0.1;0.11209542;0.9;0.1;;;
0.901;0.90451073;0.099;0.11106218;0.901;0.099;;;
0.902;0.9054366;0.098;0.11002709;0.902;0.098;;;
0.903;0.90636332;0.097;0.10899013;0.903;0.097;;;
0.904;0.9072909;0.096;0.10795131;0.904;0.096;;;
0.905;0.90821933;0.095;0.10691063;0.905;0.095;;;
0.906;0.9091486;0.094;0.1058681;0.906;0.094;;;
0.907;0.91007873;0.093;0.10482372;0.907;0.093;;;
0.908;0.9110097;0.092;0.10377749;0.908;0.092;;;
0.909;0.91194151;0.091;0.10272941;0.909;0.091;;;
0.91;0.91287417;0.09;0.10167949;0.91;0.09;;;
0.911;0.91380767;0.089;0.10062772;0.911;0.089;;;
0.912;0.914742;0.088;0.099574114;0.912;0.088;;;
0.913;0.91567718;0.087;0.09851867;0.913;0.087;;;
0.914;0.91661318;0.086;0.09746139;0.914;0.086;;;
0.915;0.91755002;0.085;0.096402278;0.915;0.085;;;
0.916;0.91848769;0.084;0.095341335;0.916;0.084;;;
0.917;0.91942619;0.083;0.094278565;0.917;0.083;;;
0.918;0.92036551;0.082;0.093213969;0.918;0.082;;;
0.919;0.92130566;0.081;0.092147552;0.919;0.081;;;
0.92;0.92224664;0.08;0.091079314;0.92;0.08;;;
0.921;0.92318843;0.079;0.09000926;0.921;0.079;;;
0.922;0.92413104;0.078;0.088937391;0.922;0.078;;;
0.923;0.92507447;0.077;0.087863711;0.923;0.077;;;
0.924;0.92601872;0.076;0.086788221;0.924;0.076;;;
0.925;0.92696378;0.075;0.085710926;0.925;0.075;;;
0.926;0.92790964;0.074;0.084631827;0.926;0.074;;;
0.927;0.92885632;0.073;0.083550927;0.927;0.073;;;
0.928;0.9298038;0.072;0.08246823;0.928;0.072;;;
0.929;0.93075209;0.071;0.081383738;0.929;0.071;;;
0.93;0.93170118;0.07;0.080297454;0.93;0.07;;;
0.931;0.93265107;0.069;0.079209381;0.931;0.069;;;
0.932;0.93360176;0.068;0.078119522;0.932;0.068;;;
0.933;0.93455325;0.067;0.07702788;0.933;0.067;;;
0.934;0.93550553;0.066;0.075934458;0.934;0.066;;;
0.935;0.9364586;0.065;0.074839258;0.935;0.065;;;
0.936;0.93741246;0.064;0.073742284;0.936;0.064;;;
0.937;0.93836711;0.063;0.07264354;0.937;0.063;;;
0.938;0.93932255;0.062;0.071543027;0.938;0.062;;;
0.939;0.94027877;0.061;0.070440749;0.939;0.061;;;
0.94;0.94123577;0.06;0.06933671;0.94;0.06;;;
0.941;0.94219355;0.059;0.068230911;0.941;0.059;;;
0.942;0.94315211;0.058;0.067123358;0.942;0.058;;;
0.943;0.94411144;0.057;0.066014052;0.943;0.057;;;
0.944;0.94507154;0.056;0.064902997;0.944;0.056;;;
0.945;0.94603242;0.055;0.063790195;0.945;0.055;;;
0.946;0.94699406;0.054;0.062675652;0.946;0.054;;;
0.947;0.94795647;0.053;0.061559368;0.947;0.053;;;
0.948;0.94891964;0.052;0.060441349;0.948;0.052;;;
0.949;0.94988358;0.051;0.059321597;0.949;0.051;;;
0.95;0.95084827;0.05;0.058200115;0.95;0.05;;;
0.951;0.95181372;0.049;0.057076908;0.951;0.049;;;
0.952;0.95277993;0.048;0.055951977;0.952;0.048;;;
0.953;0.95374689;0.047;0.054825327;0.953;0.047;;;
0.954;0.9547146;0.046;0.053696961;0.954;0.046;;;
0.955;0.95568306;0.045;0.052566883;0.955;0.045;;;
0.956;0.95665226;0.044;0.051435095;0.956;0.044;;;
0.957;0.95762221;0.043;0.050301602;0.957;0.043;;;
0.958;0.95859289;0.042;0.049166406;0.958;0.042;;;
0.959;0.95956432;0.041;0.048029512;0.959;0.041;;;
0.96;0.96053649;0.04;0.046890923;0.96;0.04;;;
0.961;0.96150938;0.039;0.045750642;0.961;0.039;;;
0.962;0.96248301;0.038;0.044608673;0.962;0.038;;;
0.963;0.96345737;0.037;0.04346502;0.963;0.037;;;
0.964;0.96443246;0.036;0.042319686;0.964;0.036;;;
0.965;0.96540827;0.035;0.041172674;0.965;0.035;;;
0.966;0.96638481;0.034;0.040023989;0.966;0.034;;;
0.967;0.96736206;0.033;0.038873635;0.967;0.033;;;
0.968;0.96834004;0.032;0.037721613;0.968;0.032;;;
0.969;0.96931873;0.031;0.036567929;0.969;0.031;;;
0.97;0.97029813;0.03;0.035412587;0.97;0.03;;;
0.971;0.97127824;0.029;0.034255589;0.971;0.029;;;
0.972;0.97225907;0.028;0.03309694;0.972;0.028;;;
0.973;0.9732406;0.027;0.031936643;0.973;0.027;;;
0.974;0.97422283;0.026;0.030774702;0.974;0.026;;;
0.975;0.97520576;0.025;0.029611121;0.975;0.025;;;
0.976;0.97618939;0.024;0.028445904;0.976;0.024;;;
0.977;0.97717372;0.023;0.027279054;0.977;0.023;;;
0.978;0.97815875;0.022;0.026110576;0.978;0.022;;;
0.979;0.97914446;0.021;0.024940473;0.979;0.021;;;
0.98;0.98013087;0.02;0.023768749;0.98;0.02;;;
0.981;0.98111796;0.019;0.022595409;0.981;0.019;;;
0.982;0.98210574;0.018;0.021420455;0.982;0.018;;;
0.983;0.9830942;0.017;0.020243892;0.983;0.017;;;
0.984;0.98408333;0.016;0.019065724;0.984;0.016;;;
0.985;0.98507315;0.015;0.017885954;0.985;0.015;;;
0.986;0.98606364;0.014;0.016704587;0.986;0.014;;;
0.987;0.98705481;0.013;0.015521627;0.987;0.013;;;
0.988;0.98804664;0.012;0.014337078;0.988;0.012;;;
0.989;0.98903914;0.011;0.013150944;0.989;0.011;;;
0.99;0.99003231;0.01;0.011963228;0.99;0.01;;;
0.991;0.99102613;0.009;0.010773935;0.991;0.009;;;
0.992;0.99202062;0.008;0.009583069;0.992;0.008;;;
0.993;0.99301577;0.007;0.008390634;0.993;0.007;;;
0.994;0.99401157;0.006;0.007196634;0.994;0.006;;;
0.995;0.99500802;0.005;0.006001073;0.995;0.005;;;
0.996;0.99600513;0.004;0.004803955;0.996;0.004;;;
0.997;0.99700288;0.003;0.003605285;0.997;0.003;;;
0.998;0.99800128;0.002;0.002405066;0.998;0.002;;;
0.999;0.999;0.001;0.001203303;0.999;0.001;;;
1;0.9998;0;0.0001;1;0;;;
